ZIP,COUNTYNAME,STATE
51577,Cass County,IA
50274,Cass County,IA
50853,Cass County,IA
50022,Cass County,IA
50020,Cass County,IA
52721,Cedar County,IA
52778,Cedar County,IA
52255,Cedar County,IA
52358,Cedar County,IA
52253,Cedar County,IA
52777,Cedar County,IA
52333,Cedar County,IA
52320,Cedar County,IA
52306,Cedar County,IA
52772,Cedar County,IA
52720,Cedar County,IA
52323,Cedar County,IA
52747,Cedar County,IA
52765,Cedar County,IA
52760,Cedar County,IA
52337,Cedar County,IA
52216,Cedar County,IA
52776,Cedar County,IA
50482,Cerro Gordo County,IA
50433,Cerro Gordo County,IA
50401,Cerro Gordo County,IA
50479,Cerro Gordo County,IA
50434,Cerro Gordo County,IA
50469,Cerro Gordo County,IA
50467,Cerro Gordo County,IA
50444,Cerro Gordo County,IA
50457,Cerro Gordo County,IA
50402,Cerro Gordo County,IA
50449,Cerro Gordo County,IA
50464,Cerro Gordo County,IA
50428,Cerro Gordo County,IA
50468,Cerro Gordo County,IA
50475,Cerro Gordo County,IA
50458,Cerro Gordo County,IA
50477,Cerro Gordo County,IA
50456,Cerro Gordo County,IA
51020,Cherokee County,IA
51046,Cherokee County,IA
51005,Cherokee County,IA
51048,Cherokee County,IA
51047,Cherokee County,IA
51037,Cherokee County,IA
51029,Cherokee County,IA
51049,Cherokee County,IA
51058,Cherokee County,IA
51016,Cherokee County,IA
51050,Cherokee County,IA
51012,Cherokee County,IA
51014,Cherokee County,IA
51061,Cherokee County,IA
51035,Cherokee County,IA
51025,Cherokee County,IA
51022,Cherokee County,IA
50661,Chickasaw County,IA
50645,Chickasaw County,IA
50658,Chickasaw County,IA
52171,Chickasaw County,IA
50674,Chickasaw County,IA
50659,Chickasaw County,IA
50603,Chickasaw County,IA
50630,Chickasaw County,IA
52132,Chickasaw County,IA
50616,Chickasaw County,IA
52144,Chickasaw County,IA
52154,Chickasaw County,IA
50275,Clarke County,IA
50257,Clarke County,IA
50210,Clarke County,IA
50174,Clarke County,IA
50108,Clarke County,IA
50254,Clarke County,IA
50149,Clarke County,IA
50264,Clarke County,IA
50213,Clarke County,IA
50222,Clarke County,IA
51366,Clay County,IA
51341,Clay County,IA
51357,Clay County,IA
51058,Clay County,IA
51346,Clay County,IA
51340,Clay County,IA
51364,Clay County,IA
50515,Clay County,IA
51358,Clay County,IA
51047,Clay County,IA
51333,Clay County,IA
50565,Clay County,IA
51343,Clay County,IA
51338,Clay County,IA
50554,Clay County,IA
51301,Clay County,IA
50585,Clay County,IA
51033,Clay County,IA
52162,Clayton County,IA
52076,Clayton County,IA
52048,Clayton County,IA
52169,Clayton County,IA
52043,Clayton County,IA
52156,Clayton County,IA
52053,Clayton County,IA
52073,Clayton County,IA
52141,Clayton County,IA
52047,Clayton County,IA
52072,Clayton County,IA
52035,Clayton County,IA
52044,Clayton County,IA
52077,Clayton County,IA
52135,Clayton County,IA
52052,Clayton County,IA
52157,Clayton County,IA
52066,Clayton County,IA
50606,Clayton County,IA
52049,Clayton County,IA
52159,Clayton County,IA
52050,Clayton County,IA
52042,Clayton County,IA
52158,Clayton County,IA
52207,Clinton County,IA
52742,Clinton County,IA
52731,Clinton County,IA
52750,Clinton County,IA
52060,Clinton County,IA
52069,Clinton County,IA
52701,Clinton County,IA
52729,Clinton County,IA
52727,Clinton County,IA
52254,Clinton County,IA
52732,Clinton County,IA
52751,Clinton County,IA
52730,Clinton County,IA
52757,Clinton County,IA
52064,Clinton County,IA
52037,Clinton County,IA
52777,Clinton County,IA
52070,Clinton County,IA
52756,Clinton County,IA
52745,Clinton County,IA
52774,Clinton County,IA
52323,Clinton County,IA
52771,Clinton County,IA
51528,Crawford County,IA
51454,Crawford County,IA
51461,Crawford County,IA
51527,Crawford County,IA
51520,Crawford County,IA
51439,Crawford County,IA
51448,Crawford County,IA
51034,Crawford County,IA
51460,Crawford County,IA
51441,Crawford County,IA
51436,Crawford County,IA
51442,Crawford County,IA
51444,Crawford County,IA
51465,Crawford County,IA
51019,Crawford County,IA
51432,Crawford County,IA
51455,Crawford County,IA
51529,Crawford County,IA
51060,Crawford County,IA
51006,Crawford County,IA
51467,Crawford County,IA
50039,Dallas County,IA
50070,Dallas County,IA
50263,Dallas County,IA
50069,Dallas County,IA
50323,Dallas County,IA
50038,Dallas County,IA
50277,Dallas County,IA
50156,Dallas County,IA
50072,Dallas County,IA
50109,Dallas County,IA
50325,Dallas County,IA
50003,Dallas County,IA
50146,Dallas County,IA
50216,Dallas County,IA
50111,Dallas County,IA
50220,Dallas County,IA
50276,Dallas County,IA
50266,Dallas County,IA
50233,Dallas County,IA
50061,Dallas County,IA
50128,Dallas County,IA
50066,Dallas County,IA
50167,Dallas County,IA
50063,Dallas County,IA
50261,Dallas County,IA
52570,Davis County,IA
52537,Davis County,IA
52572,Davis County,IA
52551,Davis County,IA
52554,Davis County,IA
52560,Davis County,IA
52594,Davis County,IA
52588,Davis County,IA
52584,Davis County,IA
52536,Davis County,IA
52552,Davis County,IA
50123,Decatur County,IA
50067,Decatur County,IA
50262,Decatur County,IA
50144,Decatur County,IA
50147,Decatur County,IA
50103,Decatur County,IA
50065,Decatur County,IA
50140,Decatur County,IA
50108,Decatur County,IA
50264,Decatur County,IA
52078,Delaware County,IA
52310,Delaware County,IA
50654,Delaware County,IA
52223,Delaware County,IA
52330,Delaware County,IA
52065,Delaware County,IA
50650,Delaware County,IA
52035,Delaware County,IA
52237,Delaware County,IA
52036,Delaware County,IA
52050,Delaware County,IA
52218,Delaware County,IA
52042,Delaware County,IA
52038,Delaware County,IA
52076,Delaware County,IA
52040,Delaware County,IA
52057,Delaware County,IA
52041,Delaware County,IA
52637,Des Moines County,IA
52660,Des Moines County,IA
52644,Des Moines County,IA
52650,Des Moines County,IA
52623,Des Moines County,IA
52655,Des Moines County,IA
52645,Des Moines County,IA
52640,Des Moines County,IA
52601,Des Moines County,IA
52638,Des Moines County,IA
52658,Des Moines County,IA
52646,Des Moines County,IA
51360,Dickinson County,IA
51347,Dickinson County,IA
51364,Dickinson County,IA
51363,Dickinson County,IA
51331,Dickinson County,IA
51351,Dickinson County,IA
51355,Dickinson County,IA
51333,Dickinson County,IA
51338,Dickinson County,IA
51334,Dickinson County,IA
51345,Dickinson County,IA
52052,Dubuque County,IA
52033,Dubuque County,IA
52065,Dubuque County,IA
52004,Dubuque County,IA
52053,Dubuque County,IA
52040,Dubuque County,IA
52073,Dubuque County,IA
52032,Dubuque County,IA
52237,Dubuque County,IA
52079,Dubuque County,IA
52003,Dubuque County,IA
52039,Dubuque County,IA
52056,Dubuque County,IA
52045,Dubuque County,IA
52078,Dubuque County,IA
52031,Dubuque County,IA
52068,Dubuque County,IA
52054,Dubuque County,IA
52001,Dubuque County,IA
52002,Dubuque County,IA
52046,Dubuque County,IA
52099,Dubuque County,IA
52066,Dubuque County,IA
50531,Emmet County,IA
51365,Emmet County,IA
50514,Emmet County,IA
51364,Emmet County,IA
51342,Emmet County,IA
51334,Emmet County,IA
50578,Emmet County,IA
52171,Fayette County,IA
50674,Fayette County,IA
50662,Fayette County,IA
50607,Fayette County,IA
50629,Fayette County,IA
50671,Fayette County,IA
50606,Fayette County,IA
50681,Fayette County,IA
52142,Fayette County,IA
52135,Fayette County,IA
52161,Fayette County,IA
52133,Fayette County,IA
50655,Fayette County,IA
52166,Fayette County,IA
52169,Fayette County,IA
52144,Fayette County,IA
50664,Fayette County,IA
52175,Fayette County,IA
52147,Fayette County,IA
52141,Fayette County,IA
50650,Fayette County,IA
52162,Fayette County,IA
52164,Fayette County,IA
52076,Fayette County,IA
50468,Floyd County,IA
50653,Floyd County,IA
50461,Floyd County,IA
50616,Floyd County,IA
50458,Floyd County,IA
50433,Floyd County,IA
50636,Floyd County,IA
50435,Floyd County,IA
50620,Floyd County,IA
50658,Floyd County,IA
50471,Floyd County,IA
50645,Floyd County,IA
50460,Floyd County,IA
50420,Franklin County,IA
50479,Franklin County,IA
50452,Franklin County,IA
50475,Franklin County,IA
50433,Franklin County,IA
50633,Franklin County,IA
50625,Franklin County,IA
50457,Franklin County,IA
50601,Franklin County,IA
50041,Franklin County,IA
50441,Franklin County,IA
50126,Franklin County,IA
50006,Franklin County,IA
50605,Franklin County,IA
50431,Franklin County,IA
50427,Franklin County,IA
50071,Franklin County,IA
51645,Fremont County,IA
51647,Fremont County,IA
51640,Fremont County,IA
51648,Fremont County,IA
51551,Fremont County,IA
51650,Fremont County,IA
51639,Fremont County,IA
51601,Fremont County,IA
51652,Fremont County,IA
51653,Fremont County,IA
51603,Fremont County,IA
51654,Fremont County,IA
51649,Fremont County,IA
50059,Greene County,IA
51453,Greene County,IA
50220,Greene County,IA
50544,Greene County,IA
51449,Greene County,IA
51443,Greene County,IA
50543,Greene County,IA
50107,Greene County,IA
50235,Greene County,IA
51462,Greene County,IA
50026,Greene County,IA
50029,Greene County,IA
50129,Greene County,IA
50064,Greene County,IA
50050,Greene County,IA
50128,Greene County,IA
50217,Greene County,IA
50058,Greene County,IA
50669,Grundy County,IA
50638,Grundy County,IA
50665,Grundy County,IA
50601,Grundy County,IA
50643,Grundy County,IA
50660,Grundy County,IA
50642,Grundy County,IA
50604,Grundy County,IA
50613,Grundy County,IA
50673,Grundy County,IA
50680,Grundy County,IA
50627,Grundy County,IA
50672,Grundy County,IA
50609,Grundy County,IA
50148,Grundy County,IA
50624,Grundy County,IA
50621,Grundy County,IA
50657,Grundy County,IA
50070,Guthrie County,IA
50048,Guthrie County,IA
50216,Guthrie County,IA
50164,Guthrie County,IA
50002,Guthrie County,IA
50020,Guthrie County,IA
50115,Guthrie County,IA
50233,Guthrie County,IA
50029,Guthrie County,IA
50026,Guthrie County,IA
50129,Guthrie County,IA
50146,Guthrie County,IA
50250,Guthrie County,IA
50058,Guthrie County,IA
50277,Guthrie County,IA
50076,Guthrie County,IA
50128,Guthrie County,IA
50075,Hamilton County,IA
50130,Hamilton County,IA
50599,Hamilton County,IA
50271,Hamilton County,IA
50036,Hamilton County,IA
50034,Hamilton County,IA
50231,Hamilton County,IA
50248,Hamilton County,IA
50230,Hamilton County,IA
50246,Hamilton County,IA
50236,Hamilton County,IA
50132,Hamilton County,IA
50595,Hamilton County,IA
50249,Hamilton County,IA
50227,Hamilton County,IA
50532,Hamilton County,IA
50006,Hamilton County,IA
50430,Hancock County,IA
50436,Hancock County,IA
50484,Hancock County,IA
50438,Hancock County,IA
50439,Hancock County,IA
50447,Hancock County,IA
50449,Hancock County,IA
50542,Hancock County,IA
50423,Hancock County,IA
50432,Hancock County,IA
50421,Hancock County,IA
50483,Hancock County,IA
50482,Hancock County,IA
50457,Hancock County,IA
50672,Hardin County,IA
50259,Hardin County,IA
50601,Hardin County,IA
50269,Hardin County,IA
50154,Hardin County,IA
50206,Hardin County,IA
50122,Hardin County,IA
50006,Hardin County,IA
50102,Hardin County,IA
50627,Hardin County,IA
50126,Hardin County,IA
50227,Hardin County,IA
50258,Hardin County,IA
50230,Hardin County,IA
51556,Harrison County,IA
51570,Harrison County,IA
51545,Harrison County,IA
51563,Harrison County,IA
51530,Harrison County,IA
51546,Harrison County,IA
51550,Harrison County,IA
51579,Harrison County,IA
51558,Harrison County,IA
51555,Harrison County,IA
51559,Harrison County,IA
51565,Harrison County,IA
51529,Harrison County,IA
51564,Harrison County,IA
51557,Harrison County,IA
51523,Harrison County,IA
52641,Henry County,IA
52647,Henry County,IA
52645,Henry County,IA
52635,Henry County,IA
52652,Henry County,IA
52621,Henry County,IA
52656,Henry County,IA
52620,Henry County,IA
52654,Henry County,IA
52659,Henry County,IA
52623,Henry County,IA
52637,Henry County,IA
52649,Henry County,IA
52630,Henry County,IA
52644,Henry County,IA
52134,Howard County,IA
52163,Howard County,IA
50628,Howard County,IA
50466,Howard County,IA
52154,Howard County,IA
52171,Howard County,IA
52136,Howard County,IA
52132,Howard County,IA
52155,Howard County,IA
50659,Howard County,IA
50603,Howard County,IA
50529,Humboldt County,IA
50516,Humboldt County,IA
50591,Humboldt County,IA
50548,Humboldt County,IA
50570,Humboldt County,IA
50542,Humboldt County,IA
50545,Humboldt County,IA
50541,Humboldt County,IA
50597,Humboldt County,IA
50520,Humboldt County,IA
50524,Humboldt County,IA
50558,Humboldt County,IA
50560,Humboldt County,IA
50582,Humboldt County,IA
50519,Humboldt County,IA
50430,Humboldt County,IA
50533,Humboldt County,IA
50577,Humboldt County,IA
51018,Ida County,IA
51016,Ida County,IA
51019,Ida County,IA
51025,Ida County,IA
51431,Ida County,IA
51020,Ida County,IA
51006,Ida County,IA
51445,Ida County,IA
51061,Ida County,IA
51053,Ida County,IA
51448,Ida County,IA
51461,Ida County,IA
52301,Iowa County,IA
52347,Iowa County,IA
52361,Iowa County,IA
52316,Iowa County,IA
52334,Iowa County,IA
52307,Iowa County,IA
52318,Iowa County,IA
52251,Iowa County,IA
52322,Iowa County,IA
52355,Iowa County,IA
52325,Iowa County,IA
52308,Iowa County,IA
52236,Iowa County,IA
52208,Iowa County,IA
52203,Iowa County,IA
52356,Iowa County,IA
52220,Iowa County,IA
52232,Iowa County,IA
52221,Iowa County,IA
50136,Iowa County,IA
52209,Iowa County,IA
52222,Iowa County,IA
52204,Iowa County,IA
52079,Jackson County,IA
52030,Jackson County,IA
52207,Jackson County,IA
52731,Jackson County,IA
52031,Jackson County,IA
52064,Jackson County,IA
52054,Jackson County,IA
52070,Jackson County,IA
52032,Jackson County,IA
52074,Jackson County,IA
52309,Jackson County,IA
52037,Jackson County,IA
52060,Jackson County,IA
52069,Jackson County,IA
52075,Jackson County,IA
52071,Jackson County,IA
50214,Jasper County,IA
50234,Jasper County,IA
50141,Jasper County,IA
50055,Jasper County,IA
50112,Jasper County,IA
50208,Jasper County,IA
50169,Jasper County,IA
50135,Jasper County,IA
50232,Jasper County,IA
50242,Jasper County,IA
50162,Jasper County,IA
50168,Jasper County,IA
50228,Jasper County,IA
50106,Jasper County,IA
50127,Jasper County,IA
50153,Jasper County,IA
50170,Jasper County,IA
50251,Jasper County,IA
50028,Jasper County,IA
50054,Jasper County,IA
50137,Jasper County,IA
50237,Jasper County,IA
50161,Jasper County,IA
52651,Jefferson County,IA
52563,Jefferson County,IA
52540,Jefferson County,IA
52641,Jefferson County,IA
52576,Jefferson County,IA
52635,Jefferson County,IA
52585,Jefferson County,IA
52588,Jefferson County,IA
52556,Jefferson County,IA
52533,Jefferson County,IA
52567,Jefferson County,IA
52580,Jefferson County,IA
52554,Jefferson County,IA
52535,Jefferson County,IA
52654,Jefferson County,IA
52557,Jefferson County,IA
52240,Johnson County,IA
52246,Johnson County,IA
52241,Johnson County,IA
52338,Johnson County,IA
52766,Johnson County,IA
52333,Johnson County,IA
52247,Johnson County,IA
52404,Johnson County,IA
52235,Johnson County,IA
52776,Johnson County,IA
52317,Johnson County,IA
52755,Johnson County,IA
52244,Johnson County,IA
52358,Johnson County,IA
52228,Johnson County,IA
52327,Johnson County,IA
52227,Johnson County,IA
52245,Johnson County,IA
52242,Johnson County,IA
52314,Johnson County,IA
52322,Johnson County,IA
52253,Johnson County,IA
52325,Johnson County,IA
52340,Johnson County,IA
52203,Johnson County,IA
52356,Johnson County,IA
52243,Johnson County,IA
52205,Jones County,IA
52216,Jones County,IA
52212,Jones County,IA
52305,Jones County,IA
52321,Jones County,IA
52306,Jones County,IA
52032,Jones County,IA
52320,Jones County,IA
52323,Jones County,IA
52312,Jones County,IA
52033,Jones County,IA
52362,Jones County,IA
52310,Jones County,IA
52309,Jones County,IA
52253,Jones County,IA
52218,Jones County,IA
52252,Jones County,IA
52237,Jones County,IA
52355,Keokuk County,IA
52563,Keokuk County,IA
52562,Keokuk County,IA
50255,Keokuk County,IA
50268,Keokuk County,IA
52580,Keokuk County,IA
52591,Keokuk County,IA
52585,Keokuk County,IA
52316,Keokuk County,IA
52568,Keokuk County,IA
50136,Keokuk County,IA
52335,Keokuk County,IA
52586,Keokuk County,IA
50104,Keokuk County,IA
52356,Keokuk County,IA
52550,Keokuk County,IA
52231,Keokuk County,IA
52576,Keokuk County,IA
52561,Keokuk County,IA
52248,Keokuk County,IA
50451,Kossuth County,IA
50480,Kossuth County,IA
50539,Kossuth County,IA
50560,Kossuth County,IA
50424,Kossuth County,IA
50559,Kossuth County,IA
50430,Kossuth County,IA
50598,Kossuth County,IA
50558,Kossuth County,IA
50511,Kossuth County,IA
50483,Kossuth County,IA
50597,Kossuth County,IA
50514,Kossuth County,IA
50517,Kossuth County,IA
50519,Kossuth County,IA
50590,Kossuth County,IA
50522,Kossuth County,IA
50556,Kossuth County,IA
50570,Kossuth County,IA
52656,Lee County,IA
52639,Lee County,IA
52625,Lee County,IA
52631,Lee County,IA
52658,Lee County,IA
52626,Lee County,IA
52630,Lee County,IA
52648,Lee County,IA
52624,Lee County,IA
52627,Lee County,IA
52632,Lee County,IA
52619,Lee County,IA
52649,Lee County,IA
52657,Lee County,IA
52328,Linn County,IA
52409,Linn County,IA
52302,Linn County,IA
52351,Linn County,IA
52338,Linn County,IA
52228,Linn County,IA
52408,Linn County,IA
52498,Linn County,IA
52332,Linn County,IA
52227,Linn County,IA
52214,Linn County,IA
52305,Linn County,IA
52253,Linn County,IA
52205,Linn County,IA
52333,Linn County,IA
52233,Linn County,IA
52406,Linn County,IA
52336,Linn County,IA
52324,Linn County,IA
52404,Linn County,IA
52401,Linn County,IA
52218,Linn County,IA
52314,Linn County,IA
52405,Linn County,IA
52411,Linn County,IA
52202,Linn County,IA
52341,Linn County,IA
52219,Linn County,IA
52344,Linn County,IA
52213,Linn County,IA
52410,Linn County,IA
52402,Linn County,IA
52352,Linn County,IA
52403,Linn County,IA
52310,Linn County,IA
52499,Linn County,IA
52621,Louisa County,IA
52761,Louisa County,IA
52646,Louisa County,IA
52755,Louisa County,IA
